dt_referencia;no_produto;no_indicador;vr_real
"2015-03-13";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-03-13";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-13";"café em coco";"Café em coco kg renda";6.03
"2015-03-13";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";133.7
"2015-03-13";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";121.04
"2015-03-13";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.69
"2015-03-13";"soja";"Soja industrial tipo 1 sc 60 Kg";60.51
"2015-03-13";"trigo";"Trigo pão PH 78 sc 60 Kg";31.75
"2015-03-13";"boi";"Boi em pé arroba";141.79
"2015-03-13";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-13";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-13";"suíno";"Suíno em pé tipo carne não integrado kg";3.25
"2015-03-13";"vaca";"Vaca em pé (padrão corte) arroba";131.0
"2015-03-13";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";373.32
"2015-03-13";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-16";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-16";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-03-16";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-16";"café em coco";"Café em coco kg renda";6.08
"2015-03-16";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";133.7
"2015-03-16";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.56
"2015-03-16";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.64
"2015-03-16";"soja";"Soja industrial tipo 1 sc 60 Kg";61.4
"2015-03-16";"trigo";"Trigo pão PH 78 sc 60 Kg";31.54
"2015-03-16";"boi";"Boi em pé arroba";141.85
"2015-03-16";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-16";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-16";"suíno";"Suíno em pé tipo carne não integrado kg";3.24
"2015-03-16";"vaca";"Vaca em pé (padrão corte) arroba";131.06
"2015-03-16";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";375.54
"2015-03-16";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-17";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-17";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-17";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-17";"café em coco";"Café em coco kg renda";6.21
"2015-03-17";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";130.83
"2015-03-17";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";121.31
"2015-03-17";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.71
"2015-03-17";"soja";"Soja industrial tipo 1 sc 60 Kg";61.14
"2015-03-17";"trigo";"Trigo pão PH 78 sc 60 Kg";31.81
"2015-03-17";"boi";"Boi em pé arroba";142.14
"2015-03-17";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-17";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-17";"suíno";"Suíno em pé tipo carne não integrado kg";3.23
"2015-03-17";"vaca";"Vaca em pé (padrão corte) arroba";131.57
"2015-03-17";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";380.95
"2015-03-17";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-18";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-18";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-18";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-18";"café em coco";"Café em coco kg renda";6.25
"2015-03-18";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";130.83
"2015-03-18";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";121.31
"2015-03-18";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.81
"2015-03-18";"soja";"Soja industrial tipo 1 sc 60 Kg";60.73
"2015-03-18";"trigo";"Trigo pão PH 78 sc 60 Kg";31.87
"2015-03-18";"boi";"Boi em pé arroba";142.12
"2015-03-18";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-18";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-18";"suíno";"Suíno em pé tipo carne não integrado kg";3.23
"2015-03-18";"vaca";"Vaca em pé (padrão corte) arroba";131.87
"2015-03-18";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";384.68
"2015-03-18";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-19";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-19";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2015-03-19";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-19";"café em coco";"Café em coco kg renda";6.26
"2015-03-19";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";128.46
"2015-03-19";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";120.93
"2015-03-19";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.97
"2015-03-19";"soja";"Soja industrial tipo 1 sc 60 Kg";61.03
"2015-03-19";"trigo";"Trigo pão PH 78 sc 60 Kg";32.29
"2015-03-19";"boi";"Boi em pé arroba";142.08
"2015-03-19";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-19";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-19";"suíno";"Suíno em pé tipo carne não integrado kg";3.23
"2015-03-19";"vaca";"Vaca em pé (padrão corte) arroba";131.98
"2015-03-19";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";383.35
"2015-03-19";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-20";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-20";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-20";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-20";"café em coco";"Café em coco kg renda";6.28
"2015-03-20";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";133.13
"2015-03-20";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.45
"2015-03-20";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.97
"2015-03-20";"soja";"Soja industrial tipo 1 sc 60 Kg";61.59
"2015-03-20";"trigo";"Trigo pão PH 78 sc 60 Kg";32.16
"2015-03-20";"boi";"Boi em pé arroba";142.04
"2015-03-20";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.2
"2015-03-20";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-20";"suíno";"Suíno em pé tipo carne não integrado kg";3.24
"2015-03-20";"vaca";"Vaca em pé (padrão corte) arroba";132.16
"2015-03-20";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";386.76
"2015-03-20";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-23";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-23";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-23";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-23";"café em coco";"Café em coco kg renda";6.3
"2015-03-23";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";133.02
"2015-03-23";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";122.3
"2015-03-23";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.89
"2015-03-23";"soja";"Soja industrial tipo 1 sc 60 Kg";61.7
"2015-03-23";"trigo";"Trigo pão PH 78 sc 60 Kg";32.34
"2015-03-23";"boi";"Boi em pé arroba";142.08
"2015-03-23";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-23";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-23";"suíno";"Suíno em pé tipo carne não integrado kg";3.24
"2015-03-23";"vaca";"Vaca em pé (padrão corte) arroba";132.1
"2015-03-23";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";391.9
"2015-03-23";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-24";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-24";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-24";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-24";"café em coco";"Café em coco kg renda";6.32
"2015-03-24";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";133.99
"2015-03-24";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";122.4
"2015-03-24";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.03
"2015-03-24";"soja";"Soja industrial tipo 1 sc 60 Kg";61.07
"2015-03-24";"trigo";"Trigo pão PH 78 sc 60 Kg";32.79
"2015-03-24";"boi";"Boi em pé arroba";142.12
"2015-03-24";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-24";"erva-mate";"Erva-mate folha em barranco arroba";15.26
"2015-03-24";"suíno";"Suíno em pé tipo carne não integrado kg";3.22
"2015-03-24";"vaca";"Vaca em pé (padrão corte) arroba";131.82
"2015-03-24";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";392.49
"2015-03-24";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-25";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-25";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-25";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-25";"café em coco";"Café em coco kg renda";6.23
"2015-03-25";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";129.04
"2015-03-25";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.62
"2015-03-25";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.0
"2015-03-25";"soja";"Soja industrial tipo 1 sc 60 Kg";60.38
"2015-03-25";"trigo";"Trigo pão PH 78 sc 60 Kg";32.75
"2015-03-25";"boi";"Boi em pé arroba";142.24
"2015-03-25";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-25";"erva-mate";"Erva-mate folha em barranco arroba";15.28
"2015-03-25";"suíno";"Suíno em pé tipo carne não integrado kg";3.16
"2015-03-25";"vaca";"Vaca em pé (padrão corte) arroba";132.01
"2015-03-25";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.06
"2015-03-25";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-26";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-26";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-26";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-26";"café em coco";"Café em coco kg renda";6.25
"2015-03-26";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";129.04
"2015-03-26";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.62
"2015-03-26";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.16
"2015-03-26";"soja";"Soja industrial tipo 1 sc 60 Kg";60.98
"2015-03-26";"trigo";"Trigo pão PH 78 sc 60 Kg";32.87
"2015-03-26";"boi";"Boi em pé arroba";142.32
"2015-03-26";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-26";"erva-mate";"Erva-mate folha em barranco arroba";15.62
"2015-03-26";"suíno";"Suíno em pé tipo carne não integrado kg";3.21
"2015-03-26";"vaca";"Vaca em pé (padrão corte) arroba";132.24
"2015-03-26";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";384.89
"2015-03-26";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-27";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-27";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-27";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-27";"café em coco";"Café em coco kg renda";6.24
"2015-03-27";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";129.04
"2015-03-27";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.42
"2015-03-27";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.26
"2015-03-27";"soja";"Soja industrial tipo 1 sc 60 Kg";60.63
"2015-03-27";"trigo";"Trigo pão PH 78 sc 60 Kg";33.18
"2015-03-27";"boi";"Boi em pé arroba";142.56
"2015-03-27";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-27";"erva-mate";"Erva-mate folha em barranco arroba";15.86
"2015-03-27";"suíno";"Suíno em pé tipo carne não integrado kg";3.2
"2015-03-27";"vaca";"Vaca em pé (padrão corte) arroba";132.58
"2015-03-27";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.67
"2015-03-27";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-30";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-30";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-30";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-30";"café em coco";"Café em coco kg renda";6.24
"2015-03-30";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";127.75
"2015-03-30";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";123.62
"2015-03-30";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.22
"2015-03-30";"soja";"Soja industrial tipo 1 sc 60 Kg";61.16
"2015-03-30";"trigo";"Trigo pão PH 78 sc 60 Kg";33.77
"2015-03-30";"boi";"Boi em pé arroba";143.11
"2015-03-30";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-30";"erva-mate";"Erva-mate folha em barranco arroba";15.62
"2015-03-30";"suíno";"Suíno em pé tipo carne não integrado kg";3.14
"2015-03-30";"vaca";"Vaca em pé (padrão corte) arroba";132.62
"2015-03-30";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.66
"2015-03-30";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-03-31";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-03-31";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-03-31";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-03-31";"café em coco";"Café em coco kg renda";6.28
"2015-03-31";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";128.01
"2015-03-31";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";120.87
"2015-03-31";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.29
"2015-03-31";"soja";"Soja industrial tipo 1 sc 60 Kg";61.28
"2015-03-31";"trigo";"Trigo pão PH 78 sc 60 Kg";33.94
"2015-03-31";"boi";"Boi em pé arroba";143.11
"2015-03-31";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-03-31";"erva-mate";"Erva-mate folha em barranco arroba";15.62
"2015-03-31";"suíno";"Suíno em pé tipo carne não integrado kg";3.13
"2015-03-31";"vaca";"Vaca em pé (padrão corte) arroba";132.64
"2015-03-31";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.25
"2015-03-31";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-01";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-01";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-01";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-01";"café em coco";"Café em coco kg renda";6.26
"2015-04-01";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";126.12
"2015-04-01";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.46
"2015-04-01";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.21
"2015-04-01";"soja";"Soja industrial tipo 1 sc 60 Kg";61.24
"2015-04-01";"trigo";"Trigo pão PH 78 sc 60 Kg";33.78
"2015-04-01";"boi";"Boi em pé arroba";143.37
"2015-04-01";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-01";"erva-mate";"Erva-mate folha em barranco arroba";15.62
"2015-04-01";"suíno";"Suíno em pé tipo carne não integrado kg";3.1
"2015-04-01";"vaca";"Vaca em pé (padrão corte) arroba";132.94
"2015-04-01";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.25
"2015-04-01";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-02";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-02";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-02";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-02";"café em coco";"Café em coco kg renda";6.13
"2015-04-02";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";126.12
"2015-04-02";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.46
"2015-04-02";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.96
"2015-04-02";"soja";"Soja industrial tipo 1 sc 60 Kg";61.21
"2015-04-02";"trigo";"Trigo pão PH 78 sc 60 Kg";33.71
"2015-04-02";"boi";"Boi em pé arroba";143.4
"2015-04-02";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-02";"erva-mate";"Erva-mate folha em barranco arroba";15.62
"2015-04-02";"suíno";"Suíno em pé tipo carne não integrado kg";3.05
"2015-04-02";"vaca";"Vaca em pé (padrão corte) arroba";132.94
"2015-04-02";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";375.16
"2015-04-02";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-03";"algodão";"Pesquisa descontinuada (Algodão)";""
"2015-04-03";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2015-04-03";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2015-04-03";"café em coco";"Café em coco kg renda";""
"2015-04-03";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2015-04-03";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2015-04-03";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2015-04-03";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2015-04-03";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2015-04-03";"boi";"Boi em pé arroba";""
"2015-04-03";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2015-04-03";"erva-mate";"Erva-mate folha em barranco arroba";""
"2015-04-03";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2015-04-03";"vaca";"Vaca em pé (padrão corte) arroba";""
"2015-04-03";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2015-04-03";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-06";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-06";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-06";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-06";"café em coco";"Café em coco kg renda";6.25
"2015-04-06";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";126.12
"2015-04-06";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.46
"2015-04-06";"milho";"Milho amarelo tipo 1 sc 60 Kg";22.06
"2015-04-06";"soja";"Soja industrial tipo 1 sc 60 Kg";60.59
"2015-04-06";"trigo";"Trigo pão PH 78 sc 60 Kg";34.3
"2015-04-06";"boi";"Boi em pé arroba";143.49
"2015-04-06";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-06";"erva-mate";"Erva-mate folha em barranco arroba";15.72
"2015-04-06";"suíno";"Suíno em pé tipo carne não integrado kg";3.03
"2015-04-06";"vaca";"Vaca em pé (padrão corte) arroba";133.3
"2015-04-06";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";389.5
"2015-04-06";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-07";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-07";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-07";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-07";"café em coco";"Café em coco kg renda";6.34
"2015-04-07";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";126.12
"2015-04-07";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";119.06
"2015-04-07";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.93
"2015-04-07";"soja";"Soja industrial tipo 1 sc 60 Kg";60.23
"2015-04-07";"trigo";"Trigo pão PH 78 sc 60 Kg";34.37
"2015-04-07";"boi";"Boi em pé arroba";144.07
"2015-04-07";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-07";"erva-mate";"Erva-mate folha em barranco arroba";15.94
"2015-04-07";"suíno";"Suíno em pé tipo carne não integrado kg";3.09
"2015-04-07";"vaca";"Vaca em pé (padrão corte) arroba";133.79
"2015-04-07";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";391.65
"2015-04-07";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-08";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-08";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-08";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-08";"café em coco";"Café em coco kg renda";6.41
"2015-04-08";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";122.28
"2015-04-08";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";117.25
"2015-04-08";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.78
"2015-04-08";"soja";"Soja industrial tipo 1 sc 60 Kg";59.92
"2015-04-08";"trigo";"Trigo pão PH 78 sc 60 Kg";34.01
"2015-04-08";"boi";"Boi em pé arroba";144.58
"2015-04-08";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.21
"2015-04-08";"erva-mate";"Erva-mate folha em barranco arroba";15.94
"2015-04-08";"suíno";"Suíno em pé tipo carne não integrado kg";3.09
"2015-04-08";"vaca";"Vaca em pé (padrão corte) arroba";134.22
"2015-04-08";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";396.45
"2015-04-08";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-09";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-09";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-09";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-09";"café em coco";"Café em coco kg renda";6.35
"2015-04-09";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";122.66
"2015-04-09";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";115.99
"2015-04-09";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.92
"2015-04-09";"soja";"Soja industrial tipo 1 sc 60 Kg";58.42
"2015-04-09";"trigo";"Trigo pão PH 78 sc 60 Kg";34.59
"2015-04-09";"boi";"Boi em pé arroba";145.31
"2015-04-09";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-09";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-09";"suíno";"Suíno em pé tipo carne não integrado kg";3.02
"2015-04-09";"vaca";"Vaca em pé (padrão corte) arroba";134.44
"2015-04-09";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";381.32
"2015-04-09";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-10";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-10";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-10";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-10";"café em coco";"Café em coco kg renda";6.36
"2015-04-10";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";122.66
"2015-04-10";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.46
"2015-04-10";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.72
"2015-04-10";"soja";"Soja industrial tipo 1 sc 60 Kg";57.66
"2015-04-10";"trigo";"Trigo pão PH 78 sc 60 Kg";34.92
"2015-04-10";"boi";"Boi em pé arroba";145.59
"2015-04-10";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-10";"erva-mate";"Erva-mate folha em barranco arroba";15.94
"2015-04-10";"suíno";"Suíno em pé tipo carne não integrado kg";3.08
"2015-04-10";"vaca";"Vaca em pé (padrão corte) arroba";134.31
"2015-04-10";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";380.77
"2015-04-10";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-13";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-13";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-13";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-13";"café em coco";"Café em coco kg renda";6.31
"2015-04-13";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";120.93
"2015-04-13";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.46
"2015-04-13";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.34
"2015-04-13";"soja";"Soja industrial tipo 1 sc 60 Kg";57.54
"2015-04-13";"trigo";"Trigo pão PH 78 sc 60 Kg";35.23
"2015-04-13";"boi";"Boi em pé arroba";145.71
"2015-04-13";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.19
"2015-04-13";"erva-mate";"Erva-mate folha em barranco arroba";15.94
"2015-04-13";"suíno";"Suíno em pé tipo carne não integrado kg";3.08
"2015-04-13";"vaca";"Vaca em pé (padrão corte) arroba";134.42
"2015-04-13";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";379.27
"2015-04-13";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-14";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-14";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-14";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-14";"café em coco";"Café em coco kg renda";6.3
"2015-04-14";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";120.93
"2015-04-14";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.17
"2015-04-14";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.53
